Start_Indices,Final_Indices,Final_GC,Final_LC,Hit_Global_Optimum
"(1, 2, 1, 0, 0, 1, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 0, 2, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 0, 2, 0, 1)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 0, 2, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 0, 2, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 0, 2, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 0, 2, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 0, 2, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 0, 2, 2, 1)","(0, 0, 1, 1, 0, 2, 1, 1)",6.550601,1.75,False
"(1, 2, 1, 0, 0, 2, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 0, 0, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 1, 0, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 0, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 0, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 0, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 0, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 0, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 1, 0, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 0, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 1, 1, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 1, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 1, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 1, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 1, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 1, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 1, 1, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 1, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 1, 2, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 2, 0, 1)","(0, 0, 1, 1, 0, 2, 1, 1)",6.550601,1.75,False
"(1, 2, 1, 0, 1, 2, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 2, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 2, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 2, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 1, 2, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 1, 2, 2, 1)","(0, 0, 1, 1, 0, 2, 1, 1)",6.550601,1.75,False
"(1, 2, 1, 0, 1, 2, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 2, 0, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 2, 0, 0, 1)","(1, 2, 1, 0, 2, 0, 0, 1)",6.623183,1.875,False
"(1, 2, 1, 0, 2, 0, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 2, 0, 1, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 2, 0, 1, 1)","(1, 0, 2, 2, 2, 0, 1, 1)",6.069231,2.125,False
"(1, 2, 1, 0, 2, 0, 1, 2)","(1, 0, 2, 1, 2, 0, 0, 1)",6.050237,1.875,False
"(1, 2, 1, 0, 2, 0, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 0, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 0, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 1, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 2, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 1, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 2, 1, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 1, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 1, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 1, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 2, 1, 2, 1)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 2, 1, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 2, 2, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 2, 2, 0, 1)","(1, 2, 1, 0, 2, 0, 0, 1)",6.623183,1.875,False
"(1, 2, 1, 0, 2, 2, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 0, 2, 2, 1, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 2, 2, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 2, 1, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 0, 2, 2, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 2, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 0, 2, 2, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 0, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 0, 0, 1)","(1, 0, 2, 1, 2, 0, 0, 1)",6.050237,1.875,False
"(1, 2, 1, 1, 0, 0, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 0, 1, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 0, 0, 1, 1)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 1, 0, 0, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 0, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 0, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 0, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 1, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 1, 0, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 1, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 1, 0, 1, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 1, 1, 1)","(2, 0, 1, 1, 0, 1, 1, 1)",6.150102,1.875,False
"(1, 2, 1, 1, 0, 1, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 1, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 1, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 1, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 1, 1)","(0, 0, 1, 1, 0, 2, 1, 1)",6.550601,1.75,False
"(1, 2, 1, 1, 0, 2, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 0, 2, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 0, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 1, 1, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 1, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 1, 2, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 2, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 2, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 2, 1, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 1, 2, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 2, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 2, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 2, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 1, 2, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 0, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 0, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 0, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 0, 1, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 2, 0, 1, 1)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 1, 2, 0, 1, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 2, 0, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 0, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 0, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 1, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 1, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 1, 1, 0)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 1, 2, 1, 1, 1)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 1, 2, 1, 1, 2)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 1, 2, 1, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 2, 1, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 1, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 2, 2, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 2, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 2, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 2, 1, 0)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 1, 2, 2, 1, 1)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 1, 2, 2, 1, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 1, 2, 2, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 2, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 1, 2, 2, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 0, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 2, 0, 0, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 0, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 2, 0, 0, 1, 0)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 0, 0, 1, 1)","(0, 0, 1, 1, 0, 2, 1, 1)",6.550601,1.75,False
"(1, 2, 1, 2, 0, 0, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 0, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 0, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 0, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 0, 1, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 2, 0, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 1, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 2, 0, 1, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 1, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 1, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 1, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 1, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 1, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 2, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 2, 0, 2, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 2, 0, 2)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 2, 0, 2, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 2, 1, 1)","(0, 0, 1, 1, 0, 2, 1, 1)",6.550601,1.75,False
"(1, 2, 1, 2, 0, 2, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 2, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 2, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 0, 2, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 0, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 0, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 0, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 0, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 0, 1, 1)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 1, 0, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 0, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 0, 2, 1)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 0, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 1, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 1, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 1, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 1, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 1, 1, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 1, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 1, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 1, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 2, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 2, 0, 1)","(0, 0, 1, 1, 0, 2, 1, 1)",6.550601,1.75,False
"(1, 2, 1, 2, 1, 2, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 2, 1, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 2, 1, 1)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 1, 2, 1, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 1, 2, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 2, 2, 1)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 1, 2, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 2, 0, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 0, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 0, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 0, 1, 0)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 2, 0, 1, 1)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 2, 0, 1, 2)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 2, 0, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 0, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 0, 2, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 1, 0, 0)","(2, 2, 1, 0, 0, 1, 0, 2)",5.775634,2.0,False
"(1, 2, 1, 2, 2, 1, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 1, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 1, 1, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 2, 1, 1, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 1, 1, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 2, 1, 2, 0)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 2, 1, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 1, 2, 2)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 2, 2, 0, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 2, 0, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 2, 0, 2)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 2, 1, 0)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 2, 2, 1, 1)","(2, 2, 0, 2, 1, 1, 2, 2)",5.201328,2.5,True
"(1, 2, 1, 2, 2, 2, 1, 2)","(2, 0, 2, 2, 2, 1, 1, 1)",5.902368,2.375,False
"(1, 2, 1, 2, 2, 2, 2, 0)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
"(1, 2, 1, 2, 2, 2, 2, 1)","(2, 2, 0, 1, 2, 2, 2, 1)",5.337995,2.5,False
